(venv) lukas@pi-lukas:~/preisvergleich-scraper $ python main.py --scraper spar --no-upload
spar alkoholfreie-getraenke page 20/49: 32 products (32 new)
spar schnelle-kueche-to-go page 88/103: 32 products (32 new)
spar alkoholfreie-getraenke page 21/49: 32 products (32 new)
spar schnelle-kueche-to-go page 89/103: 32 products (32 new)
spar alkoholfreie-getraenke page 22/49: 32 products (32 new)
spar schnelle-kueche-to-go page 90/103: 32 products (32 new)
spar alkoholfreie-getraenke page 23/49: 32 products (32 new)
spar schnelle-kueche-to-go page 91/103: 32 products (32 new)
spar alkoholfreie-getraenke page 24/49: 32 products (32 new)
spar schnelle-kueche-to-go page 92/103: 32 products (32 new)
spar alkoholfreie-getraenke page 25/49: 32 products (32 new)
spar schnelle-kueche-to-go page 93/103: 32 products (32 new)
spar alkoholfreie-getraenke page 26/49: 32 products (32 new)
spar schnelle-kueche-to-go page 94/103: 32 products (32 new)
spar alkoholfreie-getraenke page 27/49: 32 products (32 new)
spar schnelle-kueche-to-go page 95/103: 32 products (31 new)
spar alkoholfreie-getraenke page 28/49: 32 products (32 new)
spar schnelle-kueche-to-go page 96/103: 32 products (32 new)
spar alkoholfreie-getraenke page 29/49: 32 products (32 new)
spar schnelle-kueche-to-go page 97/103: 32 products (31 new)
spar alkoholfreie-getraenke page 30/49: 32 products (32 new)
spar schnelle-kueche-to-go page 98/103: 32 products (32 new)
spar alkoholfreie-getraenke page 31/49: 32 products (32 new)
spar schnelle-kueche-to-go page 99/103: 32 products (32 new)
spar alkoholfreie-getraenke page 32/49: 32 products (32 new)
spar schnelle-kueche-to-go page 100/103: 32 products (32 new)
spar alkoholfreie-getraenke page 33/49: 32 products (32 new)
spar schnelle-kueche-to-go page 101/103: 32 products (32 new)
spar alkoholfreie-getraenke page 34/49: 32 products (32 new)
spar schnelle-kueche-to-go page 102/103: 32 products (32 new)
spar alkoholfreie-getraenke page 35/49: 32 products (32 new)
spar schnelle-kueche-to-go page 103/103: 21 products (21 new)
spar schnelle-kueche-to-go total: 3214 products (138 with null SKU)
spar alkoholfreie-getraenke page 36/49: 32 products (32 new)
spar kaffee-tee-kakao page 1/28: 32 products (32 new)
spar alkoholfreie-getraenke page 37/49: 32 products (32 new)
spar kaffee-tee-kakao page 2/28: 32 products (32 new)
spar alkoholfreie-getraenke page 38/49: 32 products (32 new)
spar kaffee-tee-kakao page 3/28: 32 products (32 new)
spar alkoholfreie-getraenke page 39/49: 32 products (32 new)
spar kaffee-tee-kakao page 4/28: 32 products (32 new)
spar alkoholfreie-getraenke page 40/49: 32 products (32 new)
spar kaffee-tee-kakao page 5/28: 32 products (32 new)
spar alkoholfreie-getraenke page 41/49: 32 products (32 new)
spar kaffee-tee-kakao page 6/28: 32 products (32 new)
spar alkoholfreie-getraenke page 42/49: 32 products (32 new)
spar kaffee-tee-kakao page 7/28: 32 products (32 new)
spar alkoholfreie-getraenke page 43/49: 32 products (32 new)
spar kaffee-tee-kakao page 8/28: 32 products (32 new)
spar alkoholfreie-getraenke page 44/49: 32 products (32 new)
spar kaffee-tee-kakao page 9/28: 32 products (32 new)
spar alkoholfreie-getraenke page 45/49: 32 products (32 new)
spar kaffee-tee-kakao page 10/28: 32 products (32 new)
spar alkoholfreie-getraenke page 46/49: 32 products (32 new)
spar kaffee-tee-kakao page 11/28: 32 products (31 new)
spar alkoholfreie-getraenke page 47/49: 32 products (32 new)
spar kaffee-tee-kakao page 12/28: 32 products (32 new)
spar alkoholfreie-getraenke page 48/49: 32 products (32 new)
spar kaffee-tee-kakao page 13/28: 32 products (32 new)
spar alkoholfreie-getraenke page 49/49: 6 products (6 new)
spar alkoholfreie-getraenke total: 1478 products (23 with null SKU)
spar kaffee-tee-kakao page 14/28: 32 products (32 new)
spar alkoholische-getraenke page 1/134: 32 products (32 new)
spar kaffee-tee-kakao page 15/28: 32 products (32 new)
spar alkoholische-getraenke page 2/134: 32 products (32 new)
spar kaffee-tee-kakao page 16/28: 32 products (32 new)
spar alkoholische-getraenke page 3/134: 32 products (32 new)
spar kaffee-tee-kakao page 17/28: 32 products (31 new)
spar alkoholische-getraenke page 4/134: 32 products (32 new)
spar kaffee-tee-kakao page 18/28: 32 products (32 new)
spar alkoholische-getraenke page 5/134: 32 products (32 new)
spar kaffee-tee-kakao page 19/28: 32 products (32 new)
spar alkoholische-getraenke page 6/134: 32 products (32 new)
spar kaffee-tee-kakao page 20/28: 32 products (32 new)
spar alkoholische-getraenke page 7/134: 32 products (32 new)
spar kaffee-tee-kakao page 21/28: 32 products (32 new)
spar alkoholische-getraenke page 8/134: 32 products (32 new)
spar kaffee-tee-kakao page 22/28: 32 products (32 new)
spar alkoholische-getraenke page 9/134: 32 products (32 new)
spar kaffee-tee-kakao page 23/28: 32 products (32 new)
spar alkoholische-getraenke page 10/134: 32 products (32 new)
spar kaffee-tee-kakao page 24/28: 32 products (32 new)
spar alkoholische-getraenke page 11/134: 32 products (32 new)
spar kaffee-tee-kakao page 25/28: 32 products (32 new)
spar alkoholische-getraenke page 12/134: 32 products (32 new)
spar kaffee-tee-kakao page 26/28: 32 products (32 new)
spar alkoholische-getraenke page 13/134: 32 products (32 new)
spar kaffee-tee-kakao page 27/28: 32 products (32 new)
spar alkoholische-getraenke page 14/134: 32 products (32 new)
spar kaffee-tee-kakao page 28/28: 4 products (4 new)
spar kaffee-tee-kakao total: 866 products (8 with null SKU)
spar alkoholische-getraenke page 15/134: 32 products (32 new)
spar alkoholische-getraenke page 16/134: 32 products (32 new)
spar alkoholische-getraenke page 17/134: 32 products (32 new)
spar alkoholische-getraenke page 18/134: 32 products (32 new)
spar alkoholische-getraenke page 19/134: 32 products (32 new)
spar alkoholische-getraenke page 20/134: 32 products (31 new)
spar alkoholische-getraenke page 21/134: 32 products (32 new)
spar alkoholische-getraenke page 22/134: 32 products (32 new)
spar alkoholische-getraenke page 23/134: 32 products (32 new)
spar alkoholische-getraenke page 24/134: 32 products (32 new)
spar alkoholische-getraenke page 25/134: 32 products (32 new)
spar alkoholische-getraenke page 26/134: 32 products (32 new)
spar alkoholische-getraenke page 27/134: 32 products (32 new)
spar alkoholische-getraenke page 28/134: 32 products (32 new)
spar alkoholische-getraenke page 29/134: 32 products (32 new)
spar alkoholische-getraenke page 30/134: 32 products (32 new)
spar alkoholische-getraenke page 31/134: 32 products (32 new)
spar alkoholische-getraenke page 32/134: 32 products (32 new)
spar alkoholische-getraenke page 33/134: 32 products (32 new)
spar alkoholische-getraenke page 34/134: 32 products (32 new)
spar alkoholische-getraenke page 35/134: 32 products (32 new)
spar alkoholische-getraenke page 36/134: 32 products (32 new)
spar alkoholische-getraenke page 37/134: 32 products (32 new)
spar alkoholische-getraenke page 38/134: 32 products (32 new)
spar alkoholische-getraenke page 39/134: 32 products (32 new)
spar alkoholische-getraenke page 40/134: 32 products (32 new)
spar alkoholische-getraenke page 41/134: 32 products (32 new)
spar alkoholische-getraenke page 42/134: 32 products (32 new)
spar alkoholische-getraenke page 43/134: 32 products (32 new)
spar alkoholische-getraenke page 44/134: 32 products (32 new)
spar alkoholische-getraenke page 45/134: 32 products (32 new)
spar alkoholische-getraenke page 46/134: 32 products (32 new)
spar alkoholische-getraenke page 47/134: 32 products (32 new)
spar alkoholische-getraenke page 48/134: 32 products (32 new)
spar alkoholische-getraenke page 49/134: 32 products (32 new)
spar alkoholische-getraenke page 50/134: 32 products (32 new)
spar alkoholische-getraenke page 51/134: 32 products (32 new)
spar alkoholische-getraenke page 52/134: 32 products (31 new)
spar alkoholische-getraenke page 53/134: 32 products (32 new)
spar alkoholische-getraenke page 54/134: 32 products (32 new)
spar alkoholische-getraenke page 55/134: 32 products (32 new)
spar alkoholische-getraenke page 56/134: 32 products (32 new)
spar alkoholische-getraenke page 57/134: 32 products (32 new)
spar alkoholische-getraenke page 58/134: 32 products (32 new)
spar alkoholische-getraenke page 59/134: 32 products (32 new)
spar alkoholische-getraenke page 60/134: 32 products (32 new)
spar alkoholische-getraenke page 61/134: 32 products (32 new)
spar alkoholische-getraenke page 62/134: 32 products (32 new)
spar alkoholische-getraenke page 63/134: 32 products (32 new)
spar alkoholische-getraenke page 64/134: 32 products (32 new)
spar alkoholische-getraenke page 65/134: 32 products (32 new)
spar alkoholische-getraenke page 66/134: 32 products (32 new)
spar alkoholische-getraenke page 67/134: 32 products (32 new)
spar alkoholische-getraenke page 68/134: 32 products (32 new)
spar alkoholische-getraenke page 69/134: 32 products (32 new)
spar alkoholische-getraenke page 70/134: 32 products (32 new)
spar alkoholische-getraenke page 71/134: 32 products (32 new)
spar alkoholische-getraenke page 72/134: 32 products (32 new)
spar alkoholische-getraenke page 73/134: 32 products (32 new)
spar alkoholische-getraenke page 74/134: 32 products (32 new)
spar alkoholische-getraenke page 75/134: 32 products (32 new)
spar alkoholische-getraenke page 76/134: 32 products (32 new)
spar alkoholische-getraenke page 77/134: 32 products (32 new)
spar alkoholische-getraenke page 78/134: 32 products (32 new)
spar alkoholische-getraenke page 79/134: 32 products (32 new)
spar alkoholische-getraenke page 80/134: 32 products (32 new)
spar alkoholische-getraenke page 81/134: 32 products (32 new)
spar alkoholische-getraenke page 82/134: 32 products (32 new)
spar alkoholische-getraenke page 83/134: 32 products (32 new)
spar alkoholische-getraenke page 84/134: 32 products (32 new)
spar alkoholische-getraenke page 85/134: 32 products (32 new)
spar alkoholische-getraenke page 86/134: 32 products (32 new)
spar alkoholische-getraenke page 87/134: 32 products (32 new)
spar alkoholische-getraenke page 88/134: 32 products (32 new)
spar alkoholische-getraenke page 89/134: 32 products (31 new)
spar alkoholische-getraenke page 90/134: 32 products (32 new)
spar alkoholische-getraenke page 91/134: 32 products (32 new)
spar alkoholische-getraenke page 92/134: 32 products (32 new)
spar alkoholische-getraenke page 93/134: 32 products (31 new)
spar alkoholische-getraenke page 94/134: 32 products (32 new)
spar alkoholische-getraenke page 95/134: 32 products (32 new)
spar alkoholische-getraenke page 96/134: 32 products (31 new)
spar alkoholische-getraenke page 97/134: 32 products (32 new)
spar alkoholische-getraenke page 98/134: 32 products (32 new)
spar alkoholische-getraenke page 99/134: 32 products (32 new)
spar alkoholische-getraenke page 100/134: 32 products (32 new)
spar alkoholische-getraenke page 101/134: 32 products (32 new)
spar alkoholische-getraenke page 102/134: 32 products (32 new)
spar alkoholische-getraenke page 103/134: 32 products (32 new)
spar alkoholische-getraenke page 104/134: 32 products (32 new)
spar alkoholische-getraenke page 105/134: 32 products (32 new)
spar alkoholische-getraenke page 106/134: 32 products (32 new)
spar alkoholische-getraenke page 107/134: 32 products (32 new)
spar alkoholische-getraenke page 108/134: 32 products (31 new)
spar alkoholische-getraenke page 109/134: 32 products (31 new)
spar alkoholische-getraenke page 110/134: 32 products (32 new)
spar alkoholische-getraenke page 111/134: 32 products (32 new)
spar alkoholische-getraenke page 112/134: 32 products (31 new)
spar alkoholische-getraenke page 113/134: 32 products (32 new)
spar alkoholische-getraenke page 114/134: 32 products (32 new)
spar alkoholische-getraenke page 115/134: 32 products (32 new)
spar alkoholische-getraenke page 116/134: 32 products (32 new)
spar alkoholische-getraenke page 117/134: 32 products (32 new)
spar alkoholische-getraenke page 118/134: 32 products (32 new)
spar alkoholische-getraenke page 119/134: 32 products (32 new)
spar alkoholische-getraenke page 120/134: 32 products (32 new)
  Expected page 121 but got 1 after retries, stopping pagination for alkoholische-getraenke
spar alkoholische-getraenke total: 3832 products (110 with null SKU)
Saved 20375 products to spar.json (720 with null SKU)
No errors encountered (wrote empty log to spar_errors.json)

Skipping Firebase upload (--no-upload).

========================================
Timing summary:
  Spar       67.8m
  Total      67.8m
========================================
(venv) lukas@pi-lukas:~/preisvergleich-scraper $ 
